Product_ID,Product_Name,Date,Total_Returns,Total_Exchanges,Month,Year,Day_of_Week,Lag_Total_Returns,Lag_Total_Exchanges,Rolling_Returns,Rolling_Exchanges,Quarter,Is_Weekend,Season,Is_Holiday
0n30loyg,Product_37,2024-01-07,0.26315789473684215,0.7,1,2024,6,0.3684210526315789,0.7,0.31578947368421045,0.7,2024Q1,True,Winter,False
0n30loyg,Product_37,2024-01-11,0.31578947368421056,0.0,1,2024,3,0.2631578947368421,0.7,0.2894736842105262,0.35,2024Q1,False,Winter,False
0n30loyg,Product_37,2024-01-26,0.0,0.8,1,2024,4,0.3157894736842105,0.0,0.15789473684210525,0.4,2024Q1,False,Winter,False
0n30loyg,Product_37,2024-02-02,0.4736842105263158,0.3,2,2024,4,0.0,0.7999999999999998,0.23684210526315785,0.55,2024Q1,False,Winter,False
0n30loyg,Product_37,2024-02-12,1.0,0.8999999999999999,2,2024,0,0.47368421052631576,0.29999999999999993,0.7368421052631577,0.6,2024Q1,False,Winter,False
0n30loyg,Product_37,2024-04-08,0.8947368421052633,0.3,4,2024,0,1.0,0.8999999999999999,0.9473684210526314,0.6,2024Q2,False,Spring,False
0n30loyg,Product_37,2024-04-29,0.6842105263157896,0.5,4,2024,0,0.894736842105263,0.29999999999999993,0.7894736842105262,0.4,2024Q2,False,Spring,False
0n30loyg,Product_37,2024-06-10,0.10526315789473689,0.0,6,2024,0,0.6842105263157895,0.49999999999999994,0.39473684210526305,0.25,2024Q2,False,Summer,False
0n30loyg,Product_37,2024-06-15,1.0,0.7,6,2024,5,0.10526315789473678,0.0,0.5526315789473684,0.35,2024Q2,True,Summer,False
1guhvjqn,Product_82,2024-02-19,0.26315789473684215,0.8,2,2024,0,0.2631578947368421,0.7999999999999998,0.44736842105263147,0.55,2024Q1,False,Winter,False
1guhvjqn,Product_82,2024-04-05,0.6315789473684211,0.3,4,2024,4,0.2631578947368421,0.7999999999999998,0.44736842105263147,0.55,2024Q2,False,Spring,False
1guhvjqn,Product_82,2024-04-25,0.31578947368421056,0.8,4,2024,3,0.631578947368421,0.29999999999999993,0.4736842105263157,0.55,2024Q2,False,Spring,False
1guhvjqn,Product_82,2024-04-26,0.8421052631578948,0.3,4,2024,4,0.3157894736842105,0.7999999999999998,0.5789473684210525,0.55,2024Q2,False,Spring,False
1guhvjqn,Product_82,2024-04-28,0.8947368421052633,1.0,4,2024,6,0.8421052631578947,0.29999999999999993,0.8684210526315788,0.65,2024Q2,True,Spring,False
1guhvjqn,Product_82,2024-05-18,0.8947368421052633,0.0,5,2024,5,0.894736842105263,0.9999999999999998,0.894736842105263,0.5,2024Q2,True,Spring,False
1guhvjqn,Product_82,2024-05-25,0.8421052631578948,0.0,5,2024,5,0.894736842105263,0.0,0.8684210526315788,0.0,2024Q2,True,Spring,False
1guhvjqn,Product_82,2024-05-27,0.15789473684210525,0.10000000000000003,5,2024,0,0.8421052631578947,0.0,0.4999999999999999,0.050000000000000044,2024Q2,False,Spring,False
1guhvjqn,Product_82,2024-06-08,0.8421052631578948,0.7,6,2024,5,0.15789473684210525,0.10000000000000003,0.4999999999999999,0.4,2024Q2,True,Summer,False
1guhvjqn,Product_82,2024-06-13,1.0,0.10000000000000003,6,2024,3,0.8421052631578947,0.7,0.9210526315789471,0.4,2024Q2,False,Summer,False
1oxrbr8x,Product_93,2024-01-25,0.0,0.8999999999999999,1,2024,3,0.0,0.8999999999999999,0.4999999999999999,0.8,2024Q1,False,Winter,False
1oxrbr8x,Product_93,2024-01-29,1.0,0.7,1,2024,0,0.0,0.8999999999999999,0.4999999999999999,0.8,2024Q1,False,Winter,False
1oxrbr8x,Product_93,2024-02-01,0.10526315789473689,0.8,2,2024,3,1.0,0.7,0.5526315789473684,0.75,2024Q1,False,Winter,False
1oxrbr8x,Product_93,2024-02-11,0.6315789473684211,0.10000000000000003,2,2024,6,0.10526315789473678,0.7999999999999998,0.36842105263157887,0.45,2024Q1,True,Winter,False
1oxrbr8x,Product_93,2024-03-13,0.31578947368421056,0.8,3,2024,2,0.631578947368421,0.10000000000000003,0.4736842105263157,0.45,2024Q1,False,Spring,False
1oxrbr8x,Product_93,2024-04-04,0.8421052631578948,0.10000000000000003,4,2024,3,0.3157894736842105,0.7999999999999998,0.5789473684210525,0.45,2024Q2,False,Spring,False
1oxrbr8x,Product_93,2024-04-26,1.0,0.4,4,2024,4,0.8421052631578947,0.10000000000000003,0.9210526315789471,0.25,2024Q2,False,Spring,False
1oxrbr8x,Product_93,2024-05-03,0.15789473684210525,0.8999999999999999,5,2024,4,1.0,0.39999999999999997,0.5789473684210525,0.65,2024Q2,False,Spring,False
1oxrbr8x,Product_93,2024-05-15,0.5789473684210527,0.2,5,2024,2,0.15789473684210525,0.8999999999999999,0.36842105263157887,0.55,2024Q2,False,Spring,False
1oxrbr8x,Product_93,2024-06-27,0.368421052631579,0.7,6,2024,3,0.5789473684210527,0.19999999999999996,0.4736842105263157,0.45,2024Q2,False,Summer,False
1uv7l8kz,Product_38,2024-01-28,0.6842105263157896,0.8,1,2024,6,0.6842105263157895,0.7999999999999998,0.6842105263157894,0.85,2024Q1,True,Winter,False
1uv7l8kz,Product_38,2024-02-10,0.6842105263157896,0.8999999999999999,2,2024,5,0.6842105263157895,0.7999999999999998,0.6842105263157894,0.85,2024Q1,True,Winter,False
1uv7l8kz,Product_38,2024-03-25,1.0,0.0,3,2024,0,0.6842105263157895,0.8999999999999999,0.8421052631578946,0.45,2024Q1,False,Spring,False
1uv7l8kz,Product_38,2024-03-28,0.6315789473684211,0.8999999999999999,3,2024,3,1.0,0.0,0.8157894736842104,0.45,2024Q1,False,Spring,False
1uv7l8kz,Product_38,2024-04-12,0.8947368421052633,0.10000000000000003,4,2024,4,0.631578947368421,0.8999999999999999,0.763157894736842,0.5,2024Q2,False,Spring,False
1uv7l8kz,Product_38,2024-04-21,0.21052631578947373,0.5,4,2024,6,0.894736842105263,0.10000000000000003,0.5526315789473684,0.30000000000000004,2024Q2,True,Spring,False
1uv7l8kz,Product_38,2024-05-09,1.0,0.4,5,2024,3,0.21052631578947367,0.49999999999999994,0.6052631578947367,0.45,2024Q2,False,Spring,False
1uv7l8kz,Product_38,2024-05-27,0.26315789473684215,0.8,5,2024,0,1.0,0.39999999999999997,0.6315789473684209,0.6,2024Q2,False,Spring,False
1uv7l8kz,Product_38,2024-06-11,1.0,0.8999999999999999,6,2024,1,0.2631578947368421,0.7999999999999998,0.6315789473684209,0.85,2024Q2,False,Summer,False
1uv7l8kz,Product_38,2024-06-15,0.15789473684210525,0.8,6,2024,5,1.0,0.8999999999999999,0.5789473684210525,0.85,2024Q2,True,Summer,False
2jz1rjjw,Product_19,2024-01-01,1.0,0.5,1,2024,0,1.0,0.49999999999999994,0.5789473684210525,0.45,2024Q1,False,Winter,True
2jz1rjjw,Product_19,2024-02-16,0.15789473684210525,0.4,2,2024,4,1.0,0.49999999999999994,0.5789473684210525,0.45,2024Q1,False,Winter,False
2jz1rjjw,Product_19,2024-02-28,0.10526315789473689,0.5,2,2024,2,0.15789473684210525,0.39999999999999997,0.13157894736842102,0.45,2024Q1,False,Winter,False
2jz1rjjw,Product_19,2024-03-16,0.0,0.5,3,2024,5,0.10526315789473678,0.49999999999999994,0.05263157894736842,0.5,2024Q1,True,Spring,False
2jz1rjjw,Product_19,2024-03-28,0.736842105263158,0.8999999999999999,3,2024,3,0.0,0.49999999999999994,0.36842105263157887,0.7,2024Q1,False,Spring,False
2jz1rjjw,Product_19,2024-04-15,0.9473684210526316,0.2,4,2024,0,0.7368421052631579,0.8999999999999999,0.8421052631578946,0.55,2024Q2,False,Spring,False
2jz1rjjw,Product_19,2024-04-17,0.4210526315789474,0.8,4,2024,2,0.9473684210526316,0.19999999999999996,0.6842105263157894,0.5,2024Q2,False,Spring,False
2jz1rjjw,Product_19,2024-05-03,0.6315789473684211,0.8999999999999999,5,2024,4,0.42105263157894735,0.7999999999999998,0.5263157894736841,0.85,2024Q2,False,Spring,False
2jz1rjjw,Product_19,2024-05-11,0.9473684210526316,0.3,5,2024,5,0.631578947368421,0.8999999999999999,0.7894736842105262,0.6,2024Q2,True,Spring,False
2jz1rjjw,Product_19,2024-06-14,0.7894736842105263,0.8999999999999999,6,2024,4,0.9473684210526316,0.29999999999999993,0.8684210526315788,0.6,2024Q2,False,Summer,False
3ors0jf9,Product_4,2024-01-19,0.0,0.7,1,2024,4,0.0,0.7,0.31578947368421045,0.35,2024Q1,False,Winter,False
3ors0jf9,Product_4,2024-02-12,0.6315789473684211,0.0,2,2024,0,0.0,0.7,0.31578947368421045,0.35,2024Q1,False,Winter,False
3ors0jf9,Product_4,2024-02-23,0.31578947368421056,0.8999999999999999,2,2024,4,0.631578947368421,0.0,0.4736842105263157,0.45,2024Q1,False,Winter,False
3ors0jf9,Product_4,2024-02-25,0.05263157894736842,0.6,2,2024,6,0.3157894736842105,0.8999999999999999,0.18421052631578944,0.75,2024Q1,True,Winter,False
3ors0jf9,Product_4,2024-03-02,0.6315789473684211,0.8,3,2024,5,0.05263157894736836,0.6,0.3421052631578947,0.7,2024Q1,True,Spring,False
3ors0jf9,Product_4,2024-03-05,0.8947368421052633,0.7,3,2024,1,0.631578947368421,0.7999999999999998,0.763157894736842,0.75,2024Q1,False,Spring,False
3ors0jf9,Product_4,2024-03-27,0.368421052631579,0.8999999999999999,3,2024,2,0.894736842105263,0.7,0.6315789473684209,0.8,2024Q1,False,Spring,False
3ors0jf9,Product_4,2024-04-18,0.26315789473684215,0.2,4,2024,3,0.3684210526315789,0.8999999999999999,0.31578947368421045,0.55,2024Q2,False,Spring,False
3ors0jf9,Product_4,2024-05-21,0.05263157894736842,0.5,5,2024,1,0.2631578947368421,0.19999999999999996,0.15789473684210525,0.35,2024Q2,False,Spring,False
3ors0jf9,Product_4,2024-06-07,0.10526315789473689,0.0,6,2024,4,0.05263157894736836,0.49999999999999994,0.07894736842105265,0.25,2024Q2,False,Summer,False
40zt9qhu,Product_2,2024-01-01,0.6842105263157896,0.8,1,2024,0,0.6842105263157895,0.7999999999999998,0.6315789473684209,0.5,2024Q1,False,Winter,True
40zt9qhu,Product_2,2024-01-15,0.5789473684210527,0.2,1,2024,0,0.6842105263157895,0.7999999999999998,0.6315789473684209,0.5,2024Q1,False,Winter,False
40zt9qhu,Product_2,2024-01-28,0.9473684210526316,0.10000000000000003,1,2024,6,0.5789473684210527,0.19999999999999996,0.763157894736842,0.15000000000000002,2024Q1,True,Winter,False
40zt9qhu,Product_2,2024-01-29,0.0,0.5,1,2024,0,0.9473684210526316,0.10000000000000003,0.4736842105263157,0.30000000000000004,2024Q1,False,Winter,False
40zt9qhu,Product_2,2024-01-29,0.6315789473684211,0.6,1,2024,0,0.0,0.49999999999999994,0.31578947368421045,0.55,2024Q1,False,Winter,False
40zt9qhu,Product_2,2024-02-18,0.9473684210526316,0.8,2,2024,6,0.631578947368421,0.6,0.7894736842105262,0.7,2024Q1,True,Winter,False
40zt9qhu,Product_2,2024-02-18,0.7894736842105263,1.0,2,2024,6,0.9473684210526316,0.7999999999999998,0.8684210526315788,0.8999999999999999,2024Q1,True,Winter,False
40zt9qhu,Product_2,2024-03-28,1.0,0.6,3,2024,3,0.7894736842105263,0.9999999999999998,0.894736842105263,0.8,2024Q1,False,Spring,False
40zt9qhu,Product_2,2024-05-08,0.4736842105263158,0.7,5,2024,2,1.0,0.6,0.7368421052631577,0.65,2024Q2,False,Spring,False
40zt9qhu,Product_2,2024-05-12,0.4210526315789474,1.0,5,2024,6,0.47368421052631576,0.7,0.44736842105263147,0.85,2024Q2,True,Spring,False
41socxnz,Product_91,2024-01-17,0.15789473684210525,0.5,1,2024,2,0.15789473684210525,0.49999999999999994,0.07894736842105265,0.65,2024Q1,False,Winter,False
41socxnz,Product_91,2024-02-23,0.0,0.8,2,2024,4,0.15789473684210525,0.49999999999999994,0.07894736842105265,0.65,2024Q1,False,Winter,False
41socxnz,Product_91,2024-05-19,1.0,0.3,5,2024,6,0.0,0.7999999999999998,0.4999999999999999,0.55,2024Q2,True,Spring,False
41socxnz,Product_91,2024-05-23,1.0,0.8,5,2024,3,1.0,0.29999999999999993,0.9999999999999998,0.55,2024Q2,False,Spring,False
41socxnz,Product_91,2024-05-31,0.5263157894736843,0.8,5,2024,4,1.0,0.7999999999999998,0.763157894736842,0.8,2024Q2,False,Spring,False
41socxnz,Product_91,2024-06-19,1.0,0.10000000000000003,6,2024,2,0.5263157894736842,0.7999999999999998,0.763157894736842,0.45,2024Q2,False,Summer,False
41socxnz,Product_91,2024-06-24,1.0,0.6,6,2024,0,1.0,0.10000000000000003,0.9999999999999998,0.35,2024Q2,False,Summer,False
41socxnz,Product_91,2024-06-26,0.9473684210526316,0.4,6,2024,2,1.0,0.6,0.9736842105263157,0.5,2024Q2,False,Summer,False
41socxnz,Product_91,2024-06-26,0.31578947368421056,0.6,6,2024,2,0.9473684210526316,0.39999999999999997,0.6315789473684209,0.5,2024Q2,False,Summer,False
41socxnz,Product_91,2024-06-28,0.8421052631578948,0.10000000000000003,6,2024,4,0.3157894736842105,0.6,0.5789473684210525,0.35,2024Q2,False,Summer,False
4s7tcm22,Product_45,2024-01-12,0.5263157894736843,0.2,1,2024,4,0.5263157894736842,0.19999999999999996,0.6578947368421051,0.15000000000000002,2024Q1,False,Winter,False
4s7tcm22,Product_45,2024-01-22,0.7894736842105263,0.10000000000000003,1,2024,0,0.5263157894736842,0.19999999999999996,0.6578947368421051,0.15000000000000002,2024Q1,False,Winter,False
4s7tcm22,Product_45,2024-02-28,0.6315789473684211,0.4,2,2024,2,0.7894736842105263,0.10000000000000003,0.7105263157894736,0.25,2024Q1,False,Winter,False
4s7tcm22,Product_45,2024-03-03,0.8947368421052633,0.4,3,2024,6,0.631578947368421,0.39999999999999997,0.763157894736842,0.4,2024Q1,True,Spring,False
4s7tcm22,Product_45,2024-03-12,0.31578947368421056,0.8,3,2024,1,0.894736842105263,0.39999999999999997,0.6052631578947367,0.6,2024Q1,False,Spring,False
4s7tcm22,Product_45,2024-03-19,0.8421052631578948,0.0,3,2024,1,0.3157894736842105,0.7999999999999998,0.5789473684210525,0.4,2024Q1,False,Spring,False
4s7tcm22,Product_45,2024-04-12,0.6842105263157896,0.7,4,2024,4,0.8421052631578947,0.0,0.763157894736842,0.35,2024Q2,False,Spring,False
4s7tcm22,Product_45,2024-04-20,0.21052631578947373,0.0,4,2024,5,0.6842105263157895,0.7,0.44736842105263147,0.35,2024Q2,True,Spring,False
4s7tcm22,Product_45,2024-05-18,0.6842105263157896,0.4,5,2024,5,0.21052631578947367,0.0,0.44736842105263147,0.2,2024Q2,True,Spring,False
4s7tcm22,Product_45,2024-06-21,0.8947368421052633,0.0,6,2024,4,0.6842105263157895,0.39999999999999997,0.7894736842105262,0.2,2024Q2,False,Summer,False
51qh01xt,Product_51,2024-01-11,0.6315789473684211,0.10000000000000003,1,2024,3,0.631578947368421,0.10000000000000003,0.36842105263157887,0.30000000000000004,2024Q1,False,Winter,False
51qh01xt,Product_51,2024-01-18,0.10526315789473689,0.5,1,2024,3,0.631578947368421,0.10000000000000003,0.36842105263157887,0.30000000000000004,2024Q1,False,Winter,False
51qh01xt,Product_51,2024-02-05,0.8421052631578948,1.0,2,2024,0,0.10526315789473678,0.49999999999999994,0.4736842105263157,0.75,2024Q1,False,Winter,False
51qh01xt,Product_51,2024-03-02,0.736842105263158,0.0,3,2024,5,0.8421052631578947,0.9999999999999998,0.7894736842105262,0.5,2024Q1,True,Spring,False
51qh01xt,Product_51,2024-03-20,0.7894736842105263,0.10000000000000003,3,2024,2,0.7368421052631579,0.0,0.763157894736842,0.050000000000000044,2024Q1,False,Spring,False
51qh01xt,Product_51,2024-04-12,0.05263157894736842,0.2,4,2024,4,0.7894736842105263,0.10000000000000003,0.4210526315789473,0.15000000000000002,2024Q2,False,Spring,False
51qh01xt,Product_51,2024-04-13,0.4210526315789474,0.0,4,2024,5,0.05263157894736836,0.19999999999999996,0.23684210526315785,0.10000000000000003,2024Q2,True,Spring,False
51qh01xt,Product_51,2024-05-29,0.368421052631579,0.0,5,2024,2,0.42105263157894735,0.0,0.39473684210526305,0.0,2024Q2,False,Spring,False
51qh01xt,Product_51,2024-06-11,0.26315789473684215,0.3,6,2024,1,0.3684210526315789,0.0,0.31578947368421045,0.15000000000000002,2024Q2,False,Summer,False
51qh01xt,Product_51,2024-06-21,0.10526315789473689,0.5,6,2024,4,0.2631578947368421,0.29999999999999993,0.18421052631578944,0.4,2024Q2,False,Summer,False
53biktbh,Product_95,2024-01-19,0.9473684210526316,0.10000000000000003,1,2024,4,0.9473684210526316,0.10000000000000003,0.763157894736842,0.45,2024Q1,False,Winter,False
53biktbh,Product_95,2024-02-11,0.5789473684210527,0.8,2,2024,6,0.9473684210526316,0.10000000000000003,0.763157894736842,0.45,2024Q1,True,Winter,False
53biktbh,Product_95,2024-03-08,0.4210526315789474,0.0,3,2024,4,0.5789473684210527,0.7999999999999998,0.4999999999999999,0.4,2024Q1,False,Spring,False
53biktbh,Product_95,2024-03-22,0.4210526315789474,0.7,3,2024,4,0.42105263157894735,0.0,0.4210526315789473,0.35,2024Q1,False,Spring,False
53biktbh,Product_95,2024-04-28,0.26315789473684215,0.8999999999999999,4,2024,6,0.42105263157894735,0.7,0.3421052631578947,0.8,2024Q2,True,Spring,False
53biktbh,Product_95,2024-05-18,0.4210526315789474,0.10000000000000003,5,2024,5,0.2631578947368421,0.8999999999999999,0.3421052631578947,0.5,2024Q2,True,Spring,False
53biktbh,Product_95,2024-06-02,0.6842105263157896,0.8,6,2024,6,0.42105263157894735,0.10000000000000003,0.5526315789473684,0.45,2024Q2,True,Summer,False
53biktbh,Product_95,2024-06-13,0.5263157894736843,0.8,6,2024,3,0.6842105263157895,0.7999999999999998,0.6052631578947367,0.8,2024Q2,False,Summer,False
53biktbh,Product_95,2024-06-17,1.0,0.3,6,2024,0,0.5263157894736842,0.7999999999999998,0.763157894736842,0.55,2024Q2,False,Summer,False
53biktbh,Product_95,2024-06-28,0.368421052631579,0.0,6,2024,4,1.0,0.29999999999999993,0.6842105263157894,0.15000000000000002,2024Q2,False,Summer,False
5cdvf2ib,Product_96,2024-01-11,0.6842105263157896,0.8,1,2024,3,0.6842105263157895,0.7999999999999998,0.39473684210526305,0.8999999999999999,2024Q1,False,Winter,False
5cdvf2ib,Product_96,2024-01-18,0.10526315789473689,1.0,1,2024,3,0.6842105263157895,0.7999999999999998,0.39473684210526305,0.8999999999999999,2024Q1,False,Winter,False
5cdvf2ib,Product_96,2024-01-19,0.4736842105263158,0.10000000000000003,1,2024,4,0.10526315789473678,0.9999999999999998,0.2894736842105262,0.55,2024Q1,False,Winter,False
5cdvf2ib,Product_96,2024-01-21,0.368421052631579,0.6,1,2024,6,0.47368421052631576,0.10000000000000003,0.4210526315789473,0.35,2024Q1,True,Winter,False
5cdvf2ib,Product_96,2024-02-10,0.368421052631579,0.5,2,2024,5,0.3684210526315789,0.6,0.36842105263157887,0.55,2024Q1,True,Winter,False
5cdvf2ib,Product_96,2024-03-01,0.5263157894736843,0.8,3,2024,4,0.3684210526315789,0.49999999999999994,0.44736842105263147,0.65,2024Q1,False,Spring,False
5cdvf2ib,Product_96,2024-03-13,0.9473684210526316,0.8,3,2024,2,0.5263157894736842,0.7999999999999998,0.7368421052631577,0.8,2024Q1,False,Spring,False
5cdvf2ib,Product_96,2024-03-28,1.0,0.0,3,2024,3,0.9473684210526316,0.7999999999999998,0.9736842105263157,0.4,2024Q1,False,Spring,False
5cdvf2ib,Product_96,2024-04-13,0.05263157894736842,0.2,4,2024,5,1.0,0.0,0.5263157894736841,0.10000000000000003,2024Q2,True,Spring,False
5cdvf2ib,Product_96,2024-06-05,0.10526315789473689,0.4,6,2024,2,0.05263157894736836,0.19999999999999996,0.07894736842105265,0.30000000000000004,2024Q2,False,Summer,False
5eee4r46,Product_67,2024-01-08,0.5263157894736843,0.10000000000000003,1,2024,0,0.5263157894736842,0.10000000000000003,0.4999999999999999,0.050000000000000044,2024Q1,False,Winter,False
5eee4r46,Product_67,2024-02-04,0.4736842105263158,0.0,2,2024,6,0.5263157894736842,0.10000000000000003,0.4999999999999999,0.050000000000000044,2024Q1,True,Winter,False
5eee4r46,Product_67,2024-02-28,0.736842105263158,0.6,2,2024,2,0.47368421052631576,0.0,0.6052631578947367,0.30000000000000004,2024Q1,False,Winter,False
5eee4r46,Product_67,2024-03-08,0.8421052631578948,0.2,3,2024,4,0.7368421052631579,0.6,0.7894736842105262,0.4,2024Q1,False,Spring,False
5eee4r46,Product_67,2024-03-14,0.15789473684210525,0.3,3,2024,3,0.8421052631578947,0.19999999999999996,0.4999999999999999,0.25,2024Q1,False,Spring,False
5eee4r46,Product_67,2024-04-23,0.8947368421052633,0.10000000000000003,4,2024,1,0.15789473684210525,0.29999999999999993,0.5263157894736841,0.2,2024Q2,False,Spring,False
5eee4r46,Product_67,2024-05-06,0.5789473684210527,0.6,5,2024,0,0.894736842105263,0.10000000000000003,0.7368421052631577,0.35,2024Q2,False,Spring,False
5eee4r46,Product_67,2024-06-07,0.4736842105263158,1.0,6,2024,4,0.5789473684210527,0.6,0.5263157894736841,0.8,2024Q2,False,Summer,False
5eee4r46,Product_67,2024-06-11,0.4210526315789474,0.7,6,2024,1,0.47368421052631576,0.9999999999999998,0.44736842105263147,0.85,2024Q2,False,Summer,False
5eee4r46,Product_67,2024-06-16,0.736842105263158,0.8,6,2024,6,0.42105263157894735,0.7,0.5789473684210525,0.75,2024Q2,True,Summer,False
5hn1m4w7,Product_16,2024-01-12,0.15789473684210525,0.0,1,2024,4,0.15789473684210525,0.0,0.5789473684210525,0.2,2024Q1,False,Winter,False
5hn1m4w7,Product_16,2024-03-02,1.0,0.4,3,2024,5,0.15789473684210525,0.0,0.5789473684210525,0.2,2024Q1,True,Spring,False
5hn1m4w7,Product_16,2024-03-10,0.368421052631579,0.8,3,2024,6,1.0,0.39999999999999997,0.6842105263157894,0.6,2024Q1,True,Spring,False
5hn1m4w7,Product_16,2024-03-15,0.6315789473684211,0.10000000000000003,3,2024,4,0.3684210526315789,0.7999999999999998,0.4999999999999999,0.45,2024Q1,False,Spring,False
5hn1m4w7,Product_16,2024-03-17,0.21052631578947373,0.7,3,2024,6,0.631578947368421,0.10000000000000003,0.4210526315789473,0.4,2024Q1,True,Spring,False
5hn1m4w7,Product_16,2024-03-30,0.6842105263157896,0.7,3,2024,5,0.21052631578947367,0.7,0.44736842105263147,0.7,2024Q1,True,Spring,False
5hn1m4w7,Product_16,2024-04-15,0.26315789473684215,0.2,4,2024,0,0.6842105263157895,0.7,0.4736842105263157,0.45,2024Q2,False,Spring,False
5hn1m4w7,Product_16,2024-05-03,1.0,0.6,5,2024,4,0.2631578947368421,0.19999999999999996,0.6315789473684209,0.4,2024Q2,False,Spring,False
5hn1m4w7,Product_16,2024-06-02,0.4210526315789474,0.0,6,2024,6,1.0,0.6,0.7105263157894736,0.30000000000000004,2024Q2,True,Summer,False
5hn1m4w7,Product_16,2024-06-08,0.4210526315789474,0.6,6,2024,5,0.42105263157894735,0.0,0.4210526315789473,0.30000000000000004,2024Q2,True,Summer,False
706ilpv3,Product_8,2024-01-29,0.9473684210526316,0.4,1,2024,0,0.9473684210526316,0.39999999999999997,0.7368421052631577,0.7,2024Q1,False,Winter,False
706ilpv3,Product_8,2024-02-28,0.5263157894736843,1.0,2,2024,2,0.9473684210526316,0.39999999999999997,0.7368421052631577,0.7,2024Q1,False,Winter,False
706ilpv3,Product_8,2024-03-21,0.4210526315789474,0.3,3,2024,3,0.5263157894736842,0.9999999999999998,0.4736842105263157,0.65,2024Q1,False,Spring,False
706ilpv3,Product_8,2024-03-26,0.368421052631579,0.7,3,2024,1,0.42105263157894735,0.29999999999999993,0.39473684210526305,0.5,2024Q1,False,Spring,False
706ilpv3,Product_8,2024-03-30,0.10526315789473689,0.6,3,2024,5,0.3684210526315789,0.7,0.23684210526315785,0.65,2024Q1,True,Spring,False
